,id,img,lable,text
9821,47865,hateful_memes/img/47865.png,1,even i can see  duke sucks
11282,12594,hateful_memes/img/12594.png,1,when she asked for equal rights so i gave her equal left
7244,69427,hateful_memes/img/69427.png,0,of all things this is how you use the power of the internet
12101,29617,hateful_memes/img/29617.png,0,what do i do when my dishwasher stops? i should get back to scrubbing
3455,10948,hateful_memes/img/10948.png,1,what are you doing ? nothing babe just women stuff you crashed the car again?
3013,70384,hateful_memes/img/70384.png,0,all these flavors and you choose to be salty
8486,94287,hateful_memes/img/94287.png,0,who is this grumpy cat you speak of?! sweet mother of hades what the hell is that?!?!?
455,84036,hateful_memes/img/84036.png,0,militant dressed as martyr
7749,06842,hateful_memes/img/06842.png,0,"when your trying explain why you were out last night with the boys . ""look honey"""
7018,27803,hateful_memes/img/27803.png,0,"ilhan omar has vowed that on her first day in congress she will conduct a muesli ritual ""to cleanse the chamber of the right wing evils"" share to say she's the evil one"
3204,81390,hateful_memes/img/81390.png,0,the face she makes when you hit the g-spot
3447,14283,hateful_memes/img/14283.png,0,for just ten cents a day you can have delicious hand jerky
9100,48196,hateful_memes/img/48196.png,0,if britain leaves the eu how much space will be freed up? 1gb
2057,14238,hateful_memes/img/14238.png,0,most religions are religions of peace
1041,21659,hateful_memes/img/21659.png,0,asian child with her pet
9964,23807,hateful_memes/img/23807.png,1,laughs in 52% of us crime rate
11073,71563,hateful_memes/img/71563.png,1,muslim wife wearing sexy lingerie for her husband
8256,08267,hateful_memes/img/08267.png,1,uncle daddy says that i have to wash my pussy cos mummy says my brothers cock tastes different
173,87130,hateful_memes/img/87130.png,1,finally finding the right tutorial you need indian accent
11006,98706,hateful_memes/img/98706.png,1,slow cooker
169,92058,hateful_memes/img/92058.png,1,how black people became christians
8602,34206,hateful_memes/img/34206.png,1,transwoman yelling at me about the meme i made me wondering what this dude's problem is
9341,93761,hateful_memes/img/93761.png,0,even though our people make it hard for us to help them we still love em because we know they were conditioned to be this way
9257,13495,hateful_memes/img/13495.png,0,there is no such thing as an appropriate joke that's why it's a joke
6453,17306,hateful_memes/img/17306.png,1,march against muslims 6 million dogs in britain 3 million muslims dogs lives matter we demand muslim free zones i lost my job as a sniffer dog because muslim racists say i'm 'unclean'
1768,61503,hateful_memes/img/61503.png,0,someone else used kids to push an agenda
8368,58109,hateful_memes/img/58109.png,0,no to transphobes give trans people peace
8845,75031,hateful_memes/img/75031.png,0,it's a weiner pit. just like your mouth
10401,05261,hateful_memes/img/05261.png,0,i'm deporting all mexicans!!! except the ones in baldwin park you fuckers are crazy!!!
1272,16832,hateful_memes/img/16832.png,1,"last year tyrone got a new job, started building his credit, then something amazing started to happen! and spending more time with his kids"
3187,62745,hateful_memes/img/62745.png,0,you can be happy and smiling in any situation
960,59671,hateful_memes/img/59671.png,1,have you tried their food? neither have they
6193,46215,hateful_memes/img/46215.png,0,you think that hoe thinks you're special lol she says that to us too!
10284,94138,hateful_memes/img/94138.png,1,feeling pretty cute might blow something up later....idk yet
8028,82406,hateful_memes/img/82406.png,0,i'm going trans hunting
7623,21083,hateful_memes/img/21083.png,0,i believe the victim... the victim is kavanaugh! -candace owens
883,42705,hateful_memes/img/42705.png,0,trust me.. ...they love the warm weather
5371,21706,hateful_memes/img/21706.png,1,look son a dirty fucking muslim
11196,43976,hateful_memes/img/43976.png,1,when your dive instructor starts yelling in arabic
7300,61749,hateful_memes/img/61749.png,0,whenever the fbi is searching your room and one of your child slaves starts screaming for help
5888,24876,hateful_memes/img/24876.png,0,time to get rotissified
799,09357,hateful_memes/img/09357.png,1,"when you fart next to the jewish kid, and realize you just gassed the jews"
5908,76239,hateful_memes/img/76239.png,1,"50 jews walk into a train, what do you call them? fuel"
1655,64072,hateful_memes/img/64072.png,1,trump said immigrants come here to steal your wife is a great example she stole my speech
9947,92483,hateful_memes/img/92483.png,1,"hmmm, wonder if i can get a couple of them muslim sex slaves!?!?!"
11488,27958,hateful_memes/img/27958.png,0,me and the bois in our way to a usa gay demonstration
9481,39547,hateful_memes/img/39547.png,0,"how sad your life must be to put all of your hopes and dreams into this ""man."""
12347,16430,hateful_memes/img/16430.png,0,the first annual mohammed-a-thon
2751,20835,hateful_memes/img/20835.png,1,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut
5802,42987,hateful_memes/img/42987.png,0,i'm not saying that i hate donald trump but i'd unplug his life support to charge my cellphone
7586,53948,hateful_memes/img/53948.png,1,thanks jews! the gift of 911
2333,31794,hateful_memes/img/31794.png,0,i said a glass of orange juice not just any juice
2232,56871,hateful_memes/img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration
12533,31526,hateful_memes/img/31526.png,0,"we waste so much food and water meanwhile,  others are starving and have no clean water"
9228,58309,hateful_memes/img/58309.png,0,your chicken is so rubbery goodyear called and asked for the recipe
2344,58276,hateful_memes/img/58276.png,0,i may be blind but at least i'm rich!
10985,45682,hateful_memes/img/45682.png,1,what's that burning? oh it's my family
9523,09312,hateful_memes/img/09312.png,0,need a hug ? i love hugs
7476,30582,hateful_memes/img/30582.png,0,and just like that... this sandwich maker doubles as ironing board
3745,40372,hateful_memes/img/40372.png,0,when the fbi raids your house and catches you nutting to 24 petabytes of child porn wonderful weather we're having
12158,02697,hateful_memes/img/02697.png,0,when you so savage you roast a whole race
2442,40153,hateful_memes/img/40153.png,1,"""okay class bring out your calculators"" mohammed:"
9306,27603,hateful_memes/img/27603.png,0,wear a full burqa and nobody says anything change the cloth to white and everyone loses their mind
9754,60571,hateful_memes/img/60571.png,0,when you shit an anaconda and feel the last inch disconnect from your soul
1160,58716,hateful_memes/img/58716.png,0,"they are like manure spread them out and they help everything grow better, but keep them in one big pile and they stink horribly"
1479,31892,hateful_memes/img/31892.png,0,looking ready to drop the hottest hip hop album of 2020
6018,82960,hateful_memes/img/82960.png,0,the stocks were a public torture device that immobilized the feet of the punished person
11316,67419,hateful_memes/img/67419.png,0,when i grow up lol nevermind
5424,82943,hateful_memes/img/82943.png,1,we got my blind cousin a puppy for christmas
10053,14802,hateful_memes/img/14802.png,0,when you walk in your room and your uncle is naked on your bed. this is where the fun begins
10373,40326,hateful_memes/img/40326.png,0,if you ever feel down just remember there are people that are down their whole life
8282,98731,hateful_memes/img/98731.png,0,who farted ?
3043,49806,hateful_memes/img/49806.png,0,a group of men
7747,68309,hateful_memes/img/68309.png,1,"actually retard, the muslims aren't the problem the problem is that pussies are stopping us from killing the muslims"
720,70456,hateful_memes/img/70456.png,0,jewish children today should remember how lucky they are today
586,52971,hateful_memes/img/52971.png,0,that's a man baby!
12089,20591,hateful_memes/img/20591.png,0,spending alot of time with your pets
7134,21547,hateful_memes/img/21547.png,1,when you haven't stolen anything in a week
10269,48235,hateful_memes/img/48235.png,0,stirring the pot good job!!!
2337,17659,hateful_memes/img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!
3838,29507,hateful_memes/img/29507.png,0,even babies love nikes
7224,87043,hateful_memes/img/87043.png,0,we don't want affordable health care! we demand tax cuts for billionaires!
10742,47593,hateful_memes/img/47593.png,1,phillipines trying to find cambodians weakness
1147,69123,hateful_memes/img/69123.png,1,heeeadddd shoulders wheel and frame wheel and frame
5692,49126,hateful_memes/img/49126.png,0,if you see this you might be in the country
2154,57349,hateful_memes/img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."""
6750,76510,hateful_memes/img/76510.png,0,"chelsea clinton... so ugly that when she gives head, it counts as anal"
10305,38057,hateful_memes/img/38057.png,0,sea monkeys
10725,48629,hateful_memes/img/48629.png,1,this bullshit started because of this bullshit thanks to this asshole
3404,58421,hateful_memes/img/58421.png,1,what are you spooks up to
11462,58621,hateful_memes/img/58621.png,0,when the entire world accuses you of conquering the holy land and killing muslims
10678,47026,hateful_memes/img/47026.png,1,mein kamp pun.com
5071,61953,hateful_memes/img/61953.png,0,happy no russian collusion day!!! time for retribution!
2589,83290,hateful_memes/img/83290.png,0,"first of all, take a moment to realize who the fuck you are talking to"
4484,03178,hateful_memes/img/03178.png,1,"""we fly planes into their buildings now they kiss our asses!"" """
12344,84720,hateful_memes/img/84720.png,0,if you want good life for your children kill them all
10688,30915,hateful_memes/img/30915.png,1,what do they do after sex? 25 to life
1501,91275,hateful_memes/img/91275.png,1,"wait, mohammad come back!! didn't mean to laugh, really size doesn't matter to me"
10633,72398,hateful_memes/img/72398.png,1,"when boys know how to cook one, turn on the gas"
10845,75981,hateful_memes/img/75981.png,1,get you a man who will never walk out of your life
9430,38491,hateful_memes/img/38491.png,0,politicians before elections politicians after elections
10439,25367,hateful_memes/img/25367.png,1,"for a jew nothing is more insulting than the truth. the blood maddened jewish terrorists murdered sixty-six million in russia from 1918 to 1957"" - alexander solzhenitsyn"
9723,57193,hateful_memes/img/57193.png,0,do i look like i give a fuck about your butthurt? how 'bout i butthurt my foot up your ass?
8069,06479,hateful_memes/img/06479.png,1,when you've finally become a cop and see a black guy this is where the fun begins
4993,57134,hateful_memes/img/57134.png,1,"like me you idiots should be storming the capitol right now instead you're drinking beer, smoking weed, and shooting off chinese fireworks. now do you see why we made you slaves?"
8854,28476,hateful_memes/img/28476.png,0,you cannot invade the trailer park there will be a dumpster-defend with a yeet cannon behind every door!
10932,30428,hateful_memes/img/30428.png,1,hm.. it appears you're a cracker
8339,43610,hateful_memes/img/43610.png,1,send me a latina who's not crazy i don't know how to make them
9054,58367,hateful_memes/img/58367.png,1,"we are coming to america one way or another! we will rape, pillage, riot & reap havoc on your nation while stealing your welfare"
5896,14892,hateful_memes/img/14892.png,1,life has its ups and i have downs
7963,41358,hateful_memes/img/41358.png,0,muslim 49 people were killed at christchurch 49 people were killed at christchurch mosques muslim
3540,12094,hateful_memes/img/12094.png,0,when you offer to get someone stoned and they decline
10423,09768,hateful_memes/img/09768.png,1,whats black and screams? harvey price answering the iron
7336,29380,hateful_memes/img/29380.png,1,all i want for christmas is 6 million
12436,23789,hateful_memes/img/23789.png,0,wait a sec are u trying to gas me again
7136,58210,hateful_memes/img/58210.png,0,what if i told you the big dipper is not a constellation
10217,57438,hateful_memes/img/57438.png,1,"""ay,tone. so da franks was transferred to multiple camps. shouldn't they have whacked her da first time? doesn't seem very efficient."""
3082,63749,hateful_memes/img/63749.png,0,"it looks like you're pregnant i'm pregnant?! no, but it looks like you are.."
6330,51809,hateful_memes/img/51809.png,0,happy kids
1472,17642,hateful_memes/img/17642.png,0,"think about it: every single corpse on mt. everest was once a highly motivated person stay lazy, my friends"
9797,03847,hateful_memes/img/03847.png,0,meanwhile at the isis strip club
10347,14950,hateful_memes/img/14950.png,0,the enemy within ilhan omar linda sarsour ocasio-cortez rashida tlaib the enemy has infiltrated congress
10697,86320,hateful_memes/img/86320.png,1,they have one thing in common with mondays. everybody hates them
2968,83074,hateful_memes/img/83074.png,0,if you're gonna screenshot a meme at least crop out the black space
11708,21867,hateful_memes/img/21867.png,0,how to spot a metal fan
7624,08652,hateful_memes/img/08652.png,0,how we see muslims how muslims see us
2791,31568,hateful_memes/img/31568.png,0,alabama: bans abortions. all of alabama in 5 years
578,63491,hateful_memes/img/63491.png,1,when you've just realised your son has taken the wrong backpack to school
1511,10274,hateful_memes/img/10274.png,0,(laughs in goat fucker)
5219,01469,hateful_memes/img/01469.png,1,when you punch the muslim kid so hard that he starts having seizures and fucking dies the bomb has been defused
3422,29714,hateful_memes/img/29714.png,1,"when your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him. modern problems require modern solultions"
11430,41863,hateful_memes/img/41863.png,0,i see your point anne frankly i agree with you
7085,51496,hateful_memes/img/51496.png,0,don't shoot i'm unarmed
414,35840,hateful_memes/img/35840.png,1,i ordered a dishwasher and they sent me a sandwich maker
11448,67820,hateful_memes/img/67820.png,0,when the creepy old man is staring again
10479,12054,hateful_memes/img/12054.png,1,what do chevy trucks have in common with their owners? they've both blown a tranny.
7743,64935,hateful_memes/img/64935.png,0,why u add me troll no trolls allowed !!! you the feds?
10117,32906,hateful_memes/img/32906.png,0,america 1962: we're going to the moon! america 2017: building a wall is impossible!
426,58093,hateful_memes/img/58093.png,0,i treat them like java treats its generic parameters at run time as objects
621,48059,hateful_memes/img/48059.png,1,white cave beast evolved from moneys
7436,10752,hateful_memes/img/10752.png,0,did the irish celebrate black history month
3955,14259,hateful_memes/img/14259.png,0,he is proving you don't have to be poor to be trash
8758,36524,hateful_memes/img/36524.png,1,"the most racist people are the ones crying""racist"" all the time!"
265,34687,hateful_memes/img/34687.png,1,everyone is afraid of dark
8101,75943,hateful_memes/img/75943.png,1,when your black neighbor is being too noisy
7465,69780,hateful_memes/img/69780.png,0,"a wife is like a hand grenade remove the ring, and your house is gone"
8994,01962,hateful_memes/img/01962.png,0,i put makeup for my profile photo
8812,43521,hateful_memes/img/43521.png,0,you with the goat stop that!
9554,39816,hateful_memes/img/39816.png,1,genuine dumbass mexican
2412,26495,hateful_memes/img/26495.png,1,when your goat tells you she ain't on the pil
3873,38574,hateful_memes/img/38574.png,0,don't be limited by your circumstances you can achieve anything!
8745,13506,hateful_memes/img/13506.png,1,i can't wait to name you some dumb shit nobody can pronounce
2088,74386,hateful_memes/img/74386.png,1,we said we would never forget why are you voting them into our government?
12088,25681,hateful_memes/img/25681.png,0,german fireworks
3297,86135,hateful_memes/img/86135.png,0,need a job? the democrat party is hiring no experience or intelligence required
6225,46582,hateful_memes/img/46582.png,0,i am tortured by the futility of my own genius
1082,13069,hateful_memes/img/13069.png,0,replaced by misunderstood girlfriend doesn't get jealous
1671,34975,hateful_memes/img/34975.png,0,what if the only reason mary got pregnant... is because god is gay and needed a surrogate
10360,39085,hateful_memes/img/39085.png,1,fuck off muslims! suck pork not sharia compliant a looney allah production
6377,61380,hateful_memes/img/61380.png,0,who you gonna call? ghostbusters
5657,74956,hateful_memes/img/74956.png,0,show me an american ghetto and i'll show you a place where democrats are in power
1971,12468,hateful_memes/img/12468.png,0,say it! say it ! islam is the religion of peace
3014,83219,hateful_memes/img/83219.png,1,"normal people: ""black squirrel"" me: ""squigga"""
5473,96514,hateful_memes/img/96514.png,0,got crap for brains??? make sure you wear your diaper
694,90538,hateful_memes/img/90538.png,0,muslim logic: important unimportant
9886,57814,hateful_memes/img/57814.png,0,helping a child in need
10645,34568,hateful_memes/img/34568.png,1,when your dishwasher is done for good i'd still run another load through it
5385,48291,hateful_memes/img/48291.png,0,which one has tranny problem? '' those tranny problems
3378,19408,hateful_memes/img/19408.png,1,hello mengele i think one of your experiments has escaped
3386,76491,hateful_memes/img/76491.png,0,chocolate good job it dosen't make all children smile
3312,65108,hateful_memes/img/65108.png,0,has anyone seen gary? gary is about this tall
6734,25483,hateful_memes/img/25483.png,0,hey look at me! i'm wearing a yellow hat!
4691,19074,hateful_memes/img/19074.png,1,"we'ree just here to blow you stupid british people e up, letting us in your country"
7030,38409,hateful_memes/img/38409.png,0,starving mexican man eating peanuts
4209,12837,hateful_memes/img/12837.png,1,imagine if you will a group of people so disgusting... ...they have to make laws making it illegal to hate them
6323,94017,hateful_memes/img/94017.png,1,i bet they make squeaky toy sounds when they fuck
7463,13528,hateful_memes/img/13528.png,1,where's jaws when you need him ?
5533,52487,hateful_memes/img/52487.png,0,the shot you never hear
8351,18362,hateful_memes/img/18362.png,0,if they don't like it here they can leave!
7856,84916,hateful_memes/img/84916.png,0,free wilber
8856,87096,hateful_memes/img/87096.png,0,suddenly mexico wants to talk about immigration i'm so grateful we have a tough president
1463,89236,hateful_memes/img/89236.png,0,looks like it's time to clean this place up
2390,80361,hateful_memes/img/80361.png,1,thanks trump for my new job making america white again
9892,64197,hateful_memes/img/64197.png,1,"muslims zombies both carry a virulent disease that transforms the host into a mindless, irrational, and above all violent creature"
6661,61408,hateful_memes/img/61408.png,0,when you don't know who to call the police or the rspca
11997,93705,hateful_memes/img/93705.png,0,when you order iced coffee but they give you a regular cup
11076,94012,hateful_memes/img/94012.png,1,they're not alllll rapists... right?
10910,97241,hateful_memes/img/97241.png,1,"roses are black, violets are black everything is black, i can't see"
6390,48706,hateful_memes/img/48706.png,0,would you help give a push if you were ask
10796,95027,hateful_memes/img/95027.png,1,what's the difference between the two? i'd give a shit if i lost 6 million dollars
2807,47618,hateful_memes/img/47618.png,0,when they say not to blink or you'll miss the magic trick
6648,93247,hateful_memes/img/93247.png,0,don't get fooled take them out swimming on the first date
9034,45320,hateful_memes/img/45320.png,0,do you see him? i don't see him
10956,62513,hateful_memes/img/62513.png,1,when your dad comes home from a suicide bombing
2046,76932,hateful_memes/img/76932.png,0,fine you're right. now can we fucking drop it?
3325,50784,hateful_memes/img/50784.png,0,"oh, addiction isn't a disease because it started with a choice?? tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice"
1254,18750,hateful_memes/img/18750.png,1,turn for what
952,46815,hateful_memes/img/46815.png,0,book of satan written by psychopaths
9696,68592,hateful_memes/img/68592.png,0,this red copper flipside can fit six wieners inside it just like your mom
9863,49832,hateful_memes/img/49832.png,1,oh god!... when will this white fuckers understand this is not their country
11588,81276,hateful_memes/img/81276.png,0,that face you make when you accidentally walk into the women's restroom
6517,46701,hateful_memes/img/46701.png,0,"watching news always confuses me, immigration, tax, government!!"
8513,97201,hateful_memes/img/97201.png,1,"never let anyone tell you what you can or cannot do. just look at beethoven. everyone told him he would never be a musician, just because he was deaf but did he listen?"
1718,54780,hateful_memes/img/54780.png,1,travel size coffee maker
12469,10784,hateful_memes/img/10784.png,0,i love to run
8514,97438,hateful_memes/img/97438.png,0,buchenwald concentration camp bones of anti-nazi german women still are in the brick ovens on the crematorium
6998,10786,hateful_memes/img/10786.png,0,president trump accused of sexual assault right before the election clarence thomas accused sexual harassment right before the election right before getting voted in by the senate roy moore accused of sexual assault right before senate election in alabama brett kavanaugh accused of sexual assault right before getting voted in by the senate still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm
11192,29645,hateful_memes/img/29645.png,1,"last year tyrone got a new job, started building his credit, then something amazing started to happen! and spending more time with his kids"
9571,83719,hateful_memes/img/83719.png,1,most people see a junkie meth addict i see a punching bag and a $10 blowjob one man's trash is another mans treasure
12412,92147,hateful_memes/img/92147.png,0,"to see better, asians sometime switch to fullscreen veiw"
5809,10625,hateful_memes/img/10625.png,0,the new democratic flag
2848,54286,hateful_memes/img/54286.png,0,thank god my ass needed a break
2527,40286,hateful_memes/img/40286.png,0,when each letter is a mental disorder
4043,19248,hateful_memes/img/19248.png,0,democrats have found another potential candidate for 2020!
3206,60235,hateful_memes/img/60235.png,1,"""no samuel, the star does not mean you're sheriff now"""
1056,87905,hateful_memes/img/87905.png,1,hello....abdulla i'm pregnant
1146,62307,hateful_memes/img/62307.png,0,my favorite sex position is the jfk i splatter all over her while she screams and
4201,70368,hateful_memes/img/70368.png,1,"i want my 72 virgins to be 66 goats, 5 boys and 1 bi-curious donkey"
1937,28190,hateful_memes/img/28190.png,1,when finishing a race is your passion
8640,53481,hateful_memes/img/53481.png,1,minesweeper just got real... as fuck !!
8679,63758,hateful_memes/img/63758.png,0,lonely devil on halloween
10062,90136,hateful_memes/img/90136.png,1,that shit's gayer than sticking your dick in an exhaust pipe
2447,05183,hateful_memes/img/05183.png,0,when you run out of bras and have to hold the girls up on your own
3958,70825,hateful_memes/img/70825.png,0,trail mix? you mean m&ms with obstacles
8504,93687,hateful_memes/img/93687.png,0,amsterdam red light district isalamabad red light district
4418,13520,hateful_memes/img/13520.png,1,i only wear silk panties cotton ones remind me of slavery
96,91253,hateful_memes/img/91253.png,0,my kill streak is over 9000
12189,42103,hateful_memes/img/42103.png,0,the i'm not black but my kids will be face
6159,31786,hateful_memes/img/31786.png,0,"put'n the ""ham"" in mohamed"
3702,95478,hateful_memes/img/95478.png,1,did you know? women have small feet so they can stand closer to the sink
1042,19846,hateful_memes/img/19846.png,0,how to spot a criminal
12136,17254,hateful_memes/img/17254.png,0,"mafuckas be like.. bru, i know she want me i got dreads"
1592,05349,hateful_memes/img/05349.png,0,normal day in a islamic country
3599,17965,hateful_memes/img/17965.png,0,changing every single country it touches
5210,43052,hateful_memes/img/43052.png,0,"ah, quit your screaming i washed my paws in the toilet bowl after i used the litterbox"
6596,17025,hateful_memes/img/17025.png,0,i hate americans more than hillary or obama..!! trust me.
12162,25714,hateful_memes/img/25714.png,0,porn casting or terrorist recruitment? -yes i can blow
7794,03789,hateful_memes/img/03789.png,1,anne frankly i don't care
2692,60729,hateful_memes/img/60729.png,1,muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians
12355,05983,hateful_memes/img/05983.png,0,this project is tough but it will save the world
3,35174,hateful_memes/img/35174.png,0,lets end poaching
11529,14527,hateful_memes/img/14527.png,0,look... already has a warrant
4533,87196,hateful_memes/img/87196.png,0,let's shake hands and forget about that colonialism stuff
10245,09457,hateful_memes/img/09457.png,0,i hate buffalos they ruin my land
8452,70845,hateful_memes/img/70845.png,1,slavery reinstated catch yourself a strong one
2495,54761,hateful_memes/img/54761.png,0,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! and here is scientific proof"
439,59170,hateful_memes/img/59170.png,0,and just like that... this sandwich maker doubles as an ironing board
3139,19705,hateful_memes/img/19705.png,0,wnen you're walking home and come across a naked corpse i shouldn't
10215,52790,hateful_memes/img/52790.png,1,girl out here looking like a gallon of arizona iced tea
4089,75192,hateful_memes/img/75192.png,0,we were known as hebrew israelites until slavery
3755,49762,hateful_memes/img/49762.png,0,"there are 350,000 churches in america so why are there 200,000 people sleeping on the streets"
2664,89162,hateful_memes/img/89162.png,0,"""it's time for us to impeach this president"" ilhan omar should president trump be impeached?"
88,58726,hateful_memes/img/58726.png,0,it's hump day!!! ohshit!!!!
8116,87693,hateful_memes/img/87693.png,1,when your goat tells you she ain't on the pill
10438,48192,hateful_memes/img/48192.png,1,white people cracker power the only race you can legally discriminate against!
12154,17036,hateful_memes/img/17036.png,0,refugees welcome
274,91756,hateful_memes/img/91756.png,1,abnormal vs normal
1281,68034,hateful_memes/img/68034.png,1,when you go to africa and a kid is roasting you are you eatin though?
4165,34028,hateful_memes/img/34028.png,0,two girls sitting in a cart east london 1970
2861,10527,hateful_memes/img/10527.png,1,when you finally headshot 150 black people
4504,70614,hateful_memes/img/70614.png,0,burning them was a great public service
6595,18045,hateful_memes/img/18045.png,1,"carolina squat what kind of mental midget, coconut humping, poop throwing from a tree, goat herding, mouth breathing, have you seen my helmet moron remotely thought this was cool"
9622,19823,hateful_memes/img/19823.png,0,"and god said let's make kittens soft and warm, like fuzzy hugs and put tiny razor blades on their feet"
8741,08961,hateful_memes/img/08961.png,1,what was hitler's favorite race? nazi jews
5960,81254,hateful_memes/img/81254.png,0,shout out to my nsa agent giving my memes 1 view even before i submit them
10580,96371,hateful_memes/img/96371.png,1,50% off
5481,97250,hateful_memes/img/97250.png,0,photo shooting day in office
415,78134,hateful_memes/img/78134.png,0,in other countries in pakistan
7598,42856,hateful_memes/img/42856.png,1,who are you looking for? '' my white rich daddy! ''
8209,34982,hateful_memes/img/34982.png,0,would you look at that this dryer comes with a free dishwasher
2512,89160,hateful_memes/img/89160.png,0,live your life every moment
710,21386,hateful_memes/img/21386.png,0,the victoria's secret angels across america tour
4501,46785,hateful_memes/img/46785.png,0,turn for what?
4028,71836,hateful_memes/img/71836.png,0,"and i shit you not, this fucking eagle just comes out of nowhere.."
407,47183,hateful_memes/img/47183.png,0,taking the liberals to a whole new level
4819,16359,hateful_memes/img/16359.png,1,"when you are virgin for a long time and then you see memes on muslims fucking their sisters, mothers, fathers and goats and now you just can't be more proud of being a muslim"
10310,90723,hateful_memes/img/90723.png,1,every man needs a decent coffee maker
5674,83271,hateful_memes/img/83271.png,1,having a bad day? you could be a siamese twin attached to gay brother who has a date and your the only one with an ass
6697,72965,hateful_memes/img/72965.png,0,don't shoot im unarmed
12331,19873,hateful_memes/img/19873.png,0,ban the burka you must be fucking joking
4010,13045,hateful_memes/img/13045.png,0,an amazingly realistic wax figure of anne frank
8531,63924,hateful_memes/img/63924.png,0,how can this be allowed a free home and benefits? when this man was allowed to die on the street after serving this country
12242,18459,hateful_memes/img/18459.png,0,car salesman roof of car
5651,16389,hateful_memes/img/16389.png,1,"according to women,there are 3 men in this pic"
3025,53184,hateful_memes/img/53184.png,1,back in my day blowing a tranny meant car trouble
11830,71965,hateful_memes/img/71965.png,0,just making happy faces
7078,92654,hateful_memes/img/92654.png,0,i never dated my cuz'n i fucked him but we never dated
1523,31805,hateful_memes/img/31805.png,1,what if hitler was the second coming of jesus and he just wanted revenge
12338,12845,hateful_memes/img/12845.png,0,"him: have you seen my cat lately? her: nope, have you seen your dad lately?"
1110,80653,hateful_memes/img/80653.png,0,"sometimes, you have to water your farm equipment so it doesn't overheat"
10287,67318,hateful_memes/img/67318.png,0,asked for romantic sex sticks a lit candle up my ass
1406,75820,hateful_memes/img/75820.png,0,let's go
6997,51037,hateful_memes/img/51037.png,0,when nobody knew who you were until you got on your knees
6433,08793,hateful_memes/img/08793.png,1,that's black people for ya what did you expect
10546,63425,hateful_memes/img/63425.png,1,when they say white people have no culture
6529,35064,hateful_memes/img/35064.png,0,thats a makeup artist for you. what did you expect?
10051,34981,hateful_memes/img/34981.png,1,boys are the devil
6118,59370,hateful_memes/img/59370.png,1,when you can't afford a new dishwasher so you hit the rusty one and make it work
6649,40679,hateful_memes/img/40679.png,0,liberals waiting for cnn to tell them what to be upset about next
11544,58203,hateful_memes/img/58203.png,0,an unhappy baby is a loud baby
633,98653,hateful_memes/img/98653.png,1,what's that burning? oh it's my family
2919,05798,hateful_memes/img/05798.png,0,when they become besties over the same dude
6302,34768,hateful_memes/img/34768.png,0,what a true rapist looks like
2168,14052,hateful_memes/img/14052.png,0,this is racist but this is not?????
4341,86512,hateful_memes/img/86512.png,0,it's your birthday i'm controlling my excitement
10681,15392,hateful_memes/img/15392.png,1,what's the difference between them and a bullet? the bullet comes out of the chamber
131,05618,hateful_memes/img/05618.png,0,so this is what being black is like
2993,13249,hateful_memes/img/13249.png,1,"here's a little song i call ""the talmudists are planning to kill us all"""
4890,01637,hateful_memes/img/01637.png,0,this time jesus you're not getting away
11712,23087,hateful_memes/img/23087.png,0,banging a ketchup bottle not fun for a hungry man
774,90814,hateful_memes/img/90814.png,1,"being able to call someone ""mine"""
8727,82793,hateful_memes/img/82793.png,0,damn chewbacca ewoks are our friends
4139,48930,hateful_memes/img/48930.png,0,"""this is not going to be the country of white people"" - ilhan omar"
469,67208,hateful_memes/img/67208.png,0,does nike also sell stones in case they take it off?
4785,05931,hateful_memes/img/05931.png,0,stop editing your pics. what if you go missing? how are we gonna find you if you look like barbie on fb and chupacabra in real life?
11437,93581,hateful_memes/img/93581.png,0,you wouldn't mind if we searched ze house? it's not like you're hiding any cringe in ze attic
7826,37451,hateful_memes/img/37451.png,1,when the air hostess gives you two extra slice of bread and a pack of milk but you still have to blow up the plane anyway musalman
3194,98034,hateful_memes/img/98034.png,0,these aren't people
3448,61289,hateful_memes/img/61289.png,0,when your teams down by 2 points and there's 43 seconds on the clock
7333,74608,hateful_memes/img/74608.png,1,"if you have on fake hair, fake eyebrows, fake eyelashes, and a lot of makeup on then you're a tranny!!"
12531,58936,hateful_memes/img/58936.png,0,"the lawmakers known as ""the squad"""
563,15306,hateful_memes/img/15306.png,1,i hate snow it's white and on my land
1905,02364,hateful_memes/img/02364.png,0,"a jewish shop owner, wears a kippah or yarmulke whilst in his shop in tehran"
5206,19047,hateful_memes/img/19047.png,1,dear diary today op was a faggot
3547,09465,hateful_memes/img/09465.png,1,"omg quick, someone call hasmat smells like a concentration camp"
5038,78236,hateful_memes/img/78236.png,0,real men don't use violence the fuck is she talking about?
1576,59140,hateful_memes/img/59140.png,1,wanna go masturbate? fuck yeah! masturbating!
